iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
ARG;South America;Argentina;2020-01-08;;;;;;;;;;;;;;;;;;;;;;;;;;29;0,001;;;tests performed;;;;;;;;;;0;45195777;16,177;31,9;11,198;7,441;18933,907;0,6;191,032;5,5;16,2;27,7;;5;76,67;0,845
ARG;South America;Argentina;2020-01-09;;;;;;;;;;;;;;;;;;;;;;;;;;28;0,001;;;tests performed;;;;;;;;;;0;45195777;16,177;31,9;11,198;7,441;18933,907;0,6;191,032;5,5;16,2;27,7;;5;76,67;0,845
ARG;South America;Argentina;2020-01-10;;;;;;;;;;;;;;;;;;;;;;77;257;0,006;0,002;31;0,001;0,047;21,3;tests performed;;;;;;;;;;0;45195777;16,177;31,9;11,198;7,441;18933,907;0,6;191,032;5,5;16,2;27,7;;5;76,67;0,845
ARG;South America;Argentina;2020-01-11;;;;;;;;;;;;;;;;;;;;;;;;;;24;0,001;;;tests performed;;;;;;;;;;0;45195777;16,177;31,9;11,198;7,441;18933,907;0,6;191,032;5,5;16,2;27,7;;5;76,67;0,845
ARG;South America;Argentina;2020-01-12;;;;;;;;;;;;;;;;;;;;;;36;293;0,006;0,001;26;0,001;0,023;43,5;tests performed;;;;;;;;;;0;45195777;16,177;31,9;11,198;7,441;18933,907;0,6;191,032;5,5;16,2;27,7;;5;76,67;0,845
ARG;South America;Argentina;2020-01-13;;;;;;;;;;;;;;;;;;;;;;2;295;0,007;0;20;0;0,024;41,7;tests performed;;;;;;;;;;0;45195777;16,177;31,9;11,198;7,441;18933,907;0,6;191,032;5,5;16,2;27,7;;5;76,67;0,845
ARG;South America;Argentina;2020-01-14;;;;;;;;;;;;;;;;;;;;;;;;;;21;0;;;tests performed;;;;;;;;;;0;45195777;16,177;31,9;11,198;7,441;18933,907;0,6;191,032;5,5;16,2;27,7;;5;76,67;0,845
ARG;South America;Argentina;2020-01-15;;;;;;;;;;;;;;;;;;;;;;64;359;0,008;0,001;22;0;0,016;62,5;tests performed;;;;;;;;;;0;45195777;16,177;31,9;11,198;7,441;18933,907;0,6;191,032;5,5;16,2;27,7;;5;76,67;0,845
ARG;South America;Argentina;2020-01-16;;;;;;;;;;;;;;;;;;;;;;1;360;0,008;0;18;0;0,016;62,5;tests performed;;;;;;;;;;0;45195777;16,177;31,9;11,198;7,441;18933,907;0,6;191,032;5,5;16,2;27,7;;5;76,67;0,845
ARG;South America;Argentina;2020-01-17;;;;;;;;;;;;;;;;;;;;;;;;;;16;0;;;tests performed;;;;;;;;;;0;45195777;16,177;31,9;11,198;7,441;18933,907;0,6;191,032;5,5;16,2;27,7;;5;76,67;0,845
ARG;South America;Argentina;2020-01-18;;;;;;;;;;;;;;;;;;;;;;;;;;15;0;;;tests performed;;;;;;;;;;0;45195777;16,177;31,9;11,198;7,441;18933,907;0,6;191,032;5,5;16,2;27,7;;5;76,67;0,845
ARG;South America;Argentina;2020-01-19;;;;;;;;;;;;;;;;;;;;;;35;395;0,009;0,001;15;0;0,046;21,7;tests performed;;;;;;;;;;0;45195777;16,177;31,9;11,198;7,441;18933,907;0,6;191,032;5,5;16,2;27,7;;5;76,67;0,845
ARG;South America;Argentina;2020-01-20;;;;;;;;;;;;;;;;;;;;;;1;396;0,009;0;14;0;0,046;21,7;tests performed;;;;;;;;;;0;45195777;16,177;31,9;11,198;7,441;18933,907;0,6;191,032;5,5;16,2;27,7;;5;76,67;0,845
ARG;South America;Argentina;2020-01-21;;;;;;;;;;;;;;;;;;;;;;;;;;10;0;;;tests performed;;;;;;;;;;0;45195777;16,177;31,9;11,198;7,441;18933,907;0,6;191,032;5,5;16,2;27,7;;5;76,67;0,845
ARG;South America;Argentina;2020-01-22;;;;;;;;;;;;;;;;;;;;;;;;;;6;0;;;tests performed;;;;;;;;;;0;45195777;16,177;31,9;11,198;7,441;18933,907;0,6;191,032;5,5;16,2;27,7;;5;76,67;0,845
ARG;South America;Argentina;2020-01-23;;;;;;;;;;;;;;;;;;;;;;;;;;6;0;;;tests performed;;;;;;;;;;11,11;45195777;16,177;31,9;11,198;7,441;18933,907;0,6;191,032;5,5;16,2;27,7;;5;76,67;0,845
ARG;South America;Argentina;2020-01-24;;;;;;;;;;;;;;;;;;;;;;;;;;5;0;;;tests performed;;;;;;;;;;11,11;45195777;16,177;31,9;11,198;7,441;18933,907;0,6;191,032;5,5;16,2;27,7;;5;76,67;0,845
ARG;South America;Argentina;2020-01-25;;;;;;;;;;;;;;;;;;;;;;;;;;4;0;;;tests performed;;;;;;;;;;11,11;45195777;16,177;31,9;11,198;7,441;18933,907;0,6;191,032;5,5;16,2;27,7;;5;76,67;0,845
ARG;South America;Argentina;2020-01-26;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;;;tests performed;;;;;;;;;;11,11;45195777;16,177;31,9;11,198;7,441;18933,907;0,6;191,032;5,5;16,2;27,7;;5;76,67;0,845
ARG;South America;Argentina;2020-01-27;;;;;;;;;;;;;;;;;;;;;;19;415;0,009;0;3;0;0,063;15,9;tests performed;;;;;;;;;;11,11;45195777;16,177;31,9;11,198;7,441;18933,907;0,6;191,032;5,5;16,2;27,7;;5;76,67;0,845
ARG;South America;Argentina;2020-01-28;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;;;tests performed;;;;;;;;;;11,11;45195777;16,177;31,9;11,198;7,441;18933,907;0,6;191,032;5,5;16,2;27,7;;5;76,67;0,845
ARG;South America;Argentina;2020-01-29;;;;;;;;;;;;;;;;;;;;;;1;416;0,009;0;2;0;0,089;11,2;tests performed;;;;;;;;;;11,11;45195777;16,177;31,9;11,198;7,441;18933,907;0,6;191,032;5,5;16,2;27,7;;5;76,67;0,845
ARG;South America;Argentina;2020-01-30;;;;;;;;;;;;;;;;;;;;;;15;431;0,01;0;4;0;0,081;12,3;tests performed;;;;;;;;;;11,11;45195777;16,177;31,9;11,198;7,441;18933,907;0,6;191,032;5,5;16,2;27,7;;5;76,67;0,845
ARG;South America;Argentina;2020-01-31;;;;;;;;;;;;;;;;;;;;;;1;432;0,01;0;4;0;0,151;6,6;tests performed;;;;;;;;;;11,11;45195777;16,177;31,9;11,198;7,441;18933,907;0,6;191,032;5,5;16,2;27,7;;5;76,67;0,845
ARG;South America;Argentina;2020-02-01;;;;;;;;;;;;;;;;;;;;;;37;469;0,01;0,001;8;0;0,101;9,9;tests performed;;;;;;;;;;11,11;45195777;16,177;31,9;11,198;7,441;18933,907;0,6;191,032;5,5;16,2;27,7;;5;76,67;0,845
ARG;South America;Argentina;2020-02-02;;;;;;;;;;;;;;;;;;;;;;;;;;8;0;;;tests performed;;;;;;;;;;11,11;45195777;16,177;31,9;11,198;7,441;18933,907;0,6;191,032;5,5;16,2;27,7;;5;76,67;0,845
ARG;South America;Argentina;2020-02-03;;;;;;;;;;;;;;;;;;;;;;;;;;8;0;;;tests performed;;;;;;;;;;11,11;45195777;16,177;31,9;11,198;7,441;18933,907;0,6;191,032;5,5;16,2;27,7;;5;76,67;0,845
ARG;South America;Argentina;2020-02-04;;;;;;;;;;;;;;;;;;;;;;;;;;8;0;;;tests performed;;;;;;;;;;11,11;45195777;16,177;31,9;11,198;7,441;18933,907;0,6;191,032;5,5;16,2;27,7;;5;76,67;0,845
ARG;South America;Argentina;2020-02-05;;;;;;;;;;;;;;;;;;;;;;;;;;8;0;;;tests performed;;;;;;;;;;11,11;45195777;16,177;31,9;11,198;7,441;18933,907;0,6;191,032;5,5;16,2;27,7;;5;76,67;0,845
ARG;South America;Argentina;2020-02-06;;;;;;;;;;;;;;;;;;;;;;;;;;6;0;;;tests performed;;;;;;;;;;11,11;45195777;16,177;31,9;11,198;7,441;18933,907;0,6;191,032;5,5;16,2;27,7;;5;76,67;0,845
ARG;South America;Argentina;2020-02-07;;;;;;;;;;;;;;;;;;;;;;;;;;5;0;;;tests performed;;;;;;;;;;11,11;45195777;16,177;31,9;11,198;7,441;18933,907;0,6;191,032;5,5;16,2;27,7;;5;76,67;0,845
ARG;South America;Argentina;2020-02-08;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;tests performed;;;;;;;;;;11,11;45195777;16,177;31,9;11,198;7,441;18933,907;0,6;191,032;5,5;16,2;27,7;;5;76,67;0,845
ARG;South America;Argentina;2020-02-09;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;tests performed;;;;;;;;;;11,11;45195777;16,177;31,9;11,198;7,441;18933,907;0,6;191,032;5,5;16,2;27,7;;5;76,67;0,845
ARG;South America;Argentina;2020-02-10;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;tests performed;;;;;;;;;;11,11;45195777;16,177;31,9;11,198;7,441;18933,907;0,6;191,032;5,5;16,2;27,7;;5;76,67;0,845
ARG;South America;Argentina;2020-02-11;;;;;;;;;;;;;;;;;;;;;;2;471;0,01;0;0;0;0,013;76,9;tests performed;;;;;;;;;;11,11;45195777;16,177;31,9;11,198;7,441;18933,907;0,6;191,032;5,5;16,2;27,7;;5;76,67;0,845
ARG;South America;Argentina;2020-02-12;;;;;;;;;;;;;;;;;;;;;;7;478;0,011;0;1;0;0,012;83,3;tests performed;;;;;;;;;;11,11;45195777;16,177;31,9;11,198;7,441;18933,907;0,6;191,032;5,5;16,2;27,7;;5;76,67;0,845
ARG;South America;Argentina;2020-02-13;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;;;tests performed;;;;;;;;;;11,11;45195777;16,177;31,9;11,198;7,441;18933,907;0,6;191,032;5,5;16,2;27,7;;5;76,67;0,845
ARG;South America;Argentina;2020-02-14;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;;;tests performed;;;;;;;;;;11,11;45195777;16,177;31,9;11,198;7,441;18933,907;0,6;191,032;5,5;16,2;27,7;;5;76,67;0,845
ARG;South America;Argentina;2020-02-15;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;;;tests performed;;;;;;;;;;11,11;45195777;16,177;31,9;11,198;7,441;18933,907;0,6;191,032;5,5;16,2;27,7;;5;76,67;0,845
ARG;South America;Argentina;2020-02-16;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;;;tests performed;;;;;;;;;;11,11;45195777;16,177;31,9;11,198;7,441;18933,907;0,6;191,032;5,5;16,2;27,7;;5;76,67;0,845
ARG;South America;Argentina;2020-02-17;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;;;tests performed;;;;;;;;;;11,11;45195777;16,177;31,9;11,198;7,441;18933,907;0,6;191,032;5,5;16,2;27,7;;5;76,67;0,845
ARG;South America;Argentina;2020-02-18;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;;;tests performed;;;;;;;;;;11,11;45195777;16,177;31,9;11,198;7,441;18933,907;0,6;191,032;5,5;16,2;27,7;;5;76,67;0,845
ARG;South America;Argentina;2020-02-19;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;tests performed;;;;;;;;;;11,11;45195777;16,177;31,9;11,198;7,441;18933,907;0,6;191,032;5,5;16,2;27,7;;5;76,67;0,845
ARG;South America;Argentina;2020-02-20;;;;;;;;;;;;;;;;;;;;;;2;480;0,011;0;0;0;0,015;66,7;tests performed;;;;;;;;;;11,11;45195777;16,177;31,9;11,198;7,441;18933,907;0,6;191,032;5,5;16,2;27,7;;5;76,67;0,845
ARG;South America;Argentina;2020-02-21;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;tests performed;;;;;;;;;;11,11;45195777;16,177;31,9;11,198;7,441;18933,907;0,6;191,032;5,5;16,2;27,7;;5;76,67;0,845
ARG;South America;Argentina;2020-02-22;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;tests performed;;;;;;;;;;11,11;45195777;16,177;31,9;11,198;7,441;18933,907;0,6;191,032;5,5;16,2;27,7;;5;76,67;0,845
ARG;South America;Argentina;2020-02-23;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;tests performed;;;;;;;;;;11,11;45195777;16,177;31,9;11,198;7,441;18933,907;0,6;191,032;5,5;16,2;27,7;;5;76,67;0,845
ARG;South America;Argentina;2020-02-24;;;;;;;;;;;;;;;;;;;;;;1;481;0,011;0;0;0;0,015;66,7;tests performed;;;;;;;;;;11,11;45195777;16,177;31,9;11,198;7,441;18933,907;0,6;191,032;5,5;16,2;27,7;;5;76,67;0,845
ARG;South America;Argentina;2020-02-25;;;;;;;;;;;;;;;;;;;;;;20;501;0,011;0;3;0;0,014;71,4;tests performed;;;;;;;;;;11,11;45195777;16,177;31,9;11,198;7,441;18933,907;0,6;191,032;5,5;16,2;27,7;;5;76,67;0,845
ARG;South America;Argentina;2020-02-26;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;;;tests performed;;;;;;;;;;11,11;45195777;16,177;31,9;11,198;7,441;18933,907;0,6;191,032;5,5;16,2;27,7;;5;76,67;0,845
ARG;South America;Argentina;2020-02-27;;;;;;;;;;;;;;;;;;;;;;5;506;0,011;0;4;0;0,014;71,4;tests performed;;;;;;;;;;11,11;45195777;16,177;31,9;11,198;7,441;18933,907;0,6;191,032;5,5;16,2;27,7;;5;76,67;0,845
ARG;South America;Argentina;2020-02-28;;;;;;;;;;;;;;;;;;;;;;10;516;0,011;0;5;0;0,021;47,6;tests performed;;;;;;;;;;11,11;45195777;16,177;31,9;11,198;7,441;18933,907;0,6;191,032;5,5;16,2;27,7;;5;76,67;0,845
ARG;South America;Argentina;2020-02-29;;;;;;;;;;;;;;;;;;;;;;;;;;5;0;;;tests performed;;;;;;;;;;11,11;45195777;16,177;31,9;11,198;7,441;18933,907;0,6;191,032;5,5;16,2;27,7;;5;76,67;0,845
ARG;South America;Argentina;2020-03-01;;;;;;;;;;;;;;;;;;;;;;;;;;6;0;;;tests performed;;;;;;;;;;11,11;45195777;16,177;31,9;11,198;7,441;18933,907;0,6;191,032;5,5;16,2;27,7;;5;76,67;0,845
ARG;South America;Argentina;2020-03-02;;;;;;;;;;;;;;;;;;;;;;6;522;0,012;0;6;0;0,02;50;tests performed;;;;;;;;;;11,11;45195777;16,177;31,9;11,198;7,441;18933,907;0,6;191,032;5,5;16,2;27,7;;5;76,67;0,845
ARG;South America;Argentina;2020-03-03;1;1;;;;;0,022;0,022;;;;;;;;;;;;;;8;530;0,012;0;4;0;0,038;26,3;tests performed;;;;;;;;;;11,11;45195777;16,177;31,9;11,198;7,441;18933,907;0,6;191,032;5,5;16,2;27,7;;5;76,67;0,845
ARG;South America;Argentina;2020-03-04;1;0;;;;;0,022;0;;;;;;;;;;;;;;6;536;0,012;0;5;0;0,036;27,8;tests performed;;;;;;;;;;11,11;45195777;16,177;31,9;11,198;7,441;18933,907;0,6;191,032;5,5;16,2;27,7;;5;76,67;0,845
ARG;South America;Argentina;2020-03-05;1;0;;;;;0,022;0;;;;;;;;;;;;;;7;543;0,012;0;5;0;0,016;62,5;tests performed;;;;;;;;;;11,11;45195777;16,177;31,9;11,198;7,441;18933,907;0,6;191,032;5,5;16,2;27,7;;5;76,67;0,845
ARG;South America;Argentina;2020-03-06;2;1;;;;;0,044;0,022;;;;;;;;;;;;;;11;554;0,012;0;5;0;0,151;6,6;tests performed;;;;;;;;;;11,11;45195777;16,177;31,9;11,198;7,441;18933,907;0,6;191,032;5,5;16,2;27,7;;5;76,67;0,845
ARG;South America;Argentina;2020-03-07;8;6;;;;;0,177;0,133;;;;;;;;;;;;;;9;563;0,012;0;6;0;0,158;6,3;tests performed;;;;;;;;;;11,11;45195777;16,177;31,9;11,198;7,441;18933,907;0,6;191,032;5,5;16,2;27,7;;5;76,67;0,845
ARG;South America;Argentina;2020-03-08;12;4;1,714;1;1;0,143;0,266;0,089;0,038;0,022;0,022;0,003;;;;;;;;;;29;592;0,013;0,001;10;0;0,158;6,3;tests performed;;;;;;;;;;11,11;45195777;16,177;31,9;11,198;7,441;18933,907;0,6;191,032;5,5;16,2;27,7;;5;76,67;0,845
ARG;South America;Argentina;2020-03-09;12;0;1,714;1;0;0,143;0,266;0;0,038;0,022;0;0,003;;;;;;;;;;14;606;0,013;0;12;0;0,226;4,4;tests performed;;;;;;;;;;11,11;45195777;16,177;31,9;11,198;7,441;18933,907;0,6;191,032;5,5;16,2;27,7;;5;76,67;0,845
