iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
ALB;Europe;Albania;2020-02-25;;;;;;;;;;;;;;;;;;;;;;8;8;0,003;0,003;;;;;tests performed;;;;;;;;;;8,33;2877800;104,871;38;13,188;8,643;11803,431;1,1;304,195;10,08;7,1;51,2;;2,89;78,57;0,795
ALB;Europe;Albania;2020-02-26;;;;;;;;;;;;;;;;;;;;;;5;13;0,005;0,002;;;;;tests performed;;;;;;;;;;8,33;2877800;104,871;38;13,188;8,643;11803,431;1,1;304,195;10,08;7,1;51,2;;2,89;78,57;0,795
ALB;Europe;Albania;2020-02-27;;;;;;;;;;;;;;;;;;;;;;4;17;0,006;0,001;;;;;tests performed;;;;;;;;;;8,33;2877800;104,871;38;13,188;8,643;11803,431;1,1;304,195;10,08;7,1;51,2;;2,89;78,57;0,795
ALB;Europe;Albania;2020-02-28;;;;;;;;;;;;;;;;;;;;;;1;18;0,006;0;;;;;tests performed;;;;;;;;;;8,33;2877800;104,871;38;13,188;8,643;11803,431;1,1;304,195;10,08;7,1;51,2;;2,89;78,57;0,795
ALB;Europe;Albania;2020-02-29;;;;;;;;;;;;;;;;;;;;;;8;26;0,009;0,003;;;;;tests performed;;;;;;;;;;8,33;2877800;104,871;38;13,188;8,643;11803,431;1,1;304,195;10,08;7,1;51,2;;2,89;78,57;0,795
ALB;Europe;Albania;2020-03-01;;;;;;;;;;;;;;;;;;;;;;3;29;0,01;0,001;;;;;tests performed;;;;;;;;;;8,33;2877800;104,871;38;13,188;8,643;11803,431;1,1;304,195;10,08;7,1;51,2;;2,89;78,57;0,795
ALB;Europe;Albania;2020-03-02;;;;;;;;;;;;;;;;;;;;;;2;31;0,011;0,001;;;;;tests performed;;;;;;;;;;8,33;2877800;104,871;38;13,188;8,643;11803,431;1,1;304,195;10,08;7,1;51,2;;2,89;78,57;0,795
ALB;Europe;Albania;2020-03-03;;;;;;;;;;;;;;;;;;;;;;5;36;0,013;0,002;4;0,001;;;tests performed;;;;;;;;;;8,33;2877800;104,871;38;13,188;8,643;11803,431;1,1;304,195;10,08;7,1;51,2;;2,89;78,57;0,795
ALB;Europe;Albania;2020-03-04;;;;;;;;;;;;;;;;;;;;;;6;42;0,015;0,002;4;0,001;;;tests performed;;;;;;;;;;8,33;2877800;104,871;38;13,188;8,643;11803,431;1,1;304,195;10,08;7,1;51,2;;2,89;78,57;0,795
ALB;Europe;Albania;2020-03-05;;;;;;;;;;;;;;;;;;;;;;8;50;0,017;0,003;5;0,002;;;tests performed;;;;;;;;;;8,33;2877800;104,871;38;13,188;8,643;11803,431;1,1;304,195;10,08;7,1;51,2;;2,89;78,57;0,795
ALB;Europe;Albania;2020-03-06;;;;;;;;;;;;;;;;;;;;;;3;53;0,018;0,001;5;0,002;;;tests performed;;;;;;;;;;8,33;2877800;104,871;38;13,188;8,643;11803,431;1,1;304,195;10,08;7,1;51,2;;2,89;78,57;0,795
ALB;Europe;Albania;2020-03-07;;;;;;;;;;;;;;;;;;;;;;5;58;0,02;0,002;5;0,002;;;tests performed;;;;;;;;;;8,33;2877800;104,871;38;13,188;8,643;11803,431;1,1;304,195;10,08;7,1;51,2;;2,89;78,57;0,795
ALB;Europe;Albania;2020-03-08;;;;;;;;;;;;;;;;;;;;;;1;59;0,021;0;4;0,001;;;tests performed;;;;;;;;;;8,33;2877800;104,871;38;13,188;8,643;11803,431;1,1;304,195;10,08;7,1;51,2;;2,89;78,57;0,795
ALB;Europe;Albania;2020-03-09;2;2;;;;;0,695;0,695;;;;;;;;;;;;;;18;77;0,027;0,006;7;0,002;;;tests performed;;;;;;;;;;36,11;2877800;104,871;38;13,188;8,643;11803,431;1,1;304,195;10,08;7,1;51,2;;2,89;78,57;0,795
ALB;Europe;Albania;2020-03-10;10;8;;;;;3,475;2,78;;;;;;;;;;;;;;37;114;0,04;0,013;11;0,004;;;tests performed;;;;;;;;;;41,67;2877800;104,871;38;13,188;8,643;11803,431;1,1;304,195;10,08;7,1;51,2;;2,89;78,57;0,795
ALB;Europe;Albania;2020-03-11;12;2;;1;1;;4,17;0,695;;0,347;0,347;;;;;;;;;;;43;157;0,055;0,015;16;0,006;;;tests performed;;;;;;;;;;51,85;2877800;104,871;38;13,188;8,643;11803,431;1,1;304,195;10,08;7,1;51,2;;2,89;78,57;0,795
ALB;Europe;Albania;2020-03-12;23;11;;1;0;;7,992;3,822;;0,347;0;;;;;;;;;;;141;298;0,104;0,049;35;0,012;;;tests performed;;;;;;;;;;51,85;2877800;104,871;38;13,188;8,643;11803,431;1,1;304,195;10,08;7,1;51,2;;2,89;78,57;0,795
ALB;Europe;Albania;2020-03-13;33;10;;1;0;;11,467;3,475;;0,347;0;;;;;;;;;;;159;457;0,159;0,055;58;0,02;;;tests performed;;;;;;;;;;78,7;2877800;104,871;38;13,188;8,643;11803,431;1,1;304,195;10,08;7,1;51,2;;2,89;78,57;0,795
ALB;Europe;Albania;2020-03-14;38;5;5,429;1;0;0,143;13,205;1,737;1,886;0,347;0;0,05;;;;;;;;;;48;505;0,175;0,017;64;0,022;0,085;11,8;tests performed;;;;;;;;;;78,7;2877800;104,871;38;13,188;8,643;11803,431;1,1;304,195;10,08;7,1;51,2;;2,89;78,57;0,795
